s,a,r,sp
151404,4,0,152004
152004,5,0,152004
152004,9,0,152004
152004,3,0,151404
151404,5,0,151404
151404,7,0,151404
151404,4,0,152004
152004,8,0,152004
152004,6,0,152004
152004,7,0,152004
152004,2,0,151404
151404,6,0,151404
151404,7,0,151404
151404,1,0,151410
151410,7,0,151410
151410,6,0,151410
151410,8,0,151410
151410,1,0,151411
151411,6,0,151411
151411,1,0,151412
151412,1,0,151413
151413,8,0,151413
151413,9,0,151413
151413,1,0,151414
151414,5,0,151414
151414,6,0,151414
151414,6,0,151414
151414,9,0,151414
151414,8,0,151414
151414,6,0,151414
151414,4,0,151413
151413,3,0,151313
151313,2,0,151312
151312,7,0,151312
151312,1,0,151412
151412,8,0,151412
151412,2,0,151411
151411,5,0,151411
151411,7,0,151411
151411,9,0,151411
151411,9,0,151411
151411,8,0,151411
151411,4,0,152011
152011,3,0,151411
151411,2,0,151410
151410,6,0,151410
151410,5,0,151410
151410,1,0,151411
151411,2,0,151410
151410,4,0,152010
152010,1,0,152011
152011,8,0,152011
152011,8,0,152011
152011,4,0,152011
152011,5,0,152011
152011,2,0,151411
151411,1,0,151412
151412,4,0,152012
152012,4,0,152012
152012,7,0,152012
152012,8,0,152012
152012,9,0,152012
152012,6,0,152012
152012,2,0,152011
152011,8,0,152011
152011,5,0,152011
152011,4,0,152011
152011,9,0,152011
152011,6,0,152011
152011,1,0,152012
152012,3,0,151412
151412,8,0,151412
151412,7,0,151412
151412,9,0,151412
151412,7,0,151412
151412,7,0,151412
151412,1,0,152012
152012,3,0,151412
151412,8,0,151412
151412,2,0,151411
151411,1,0,151412
151412,9,0,151412
151412,7,0,151412
151412,5,0,151412
151412,2,0,151411
151411,3,0,151410
151410,2,0,151404
151404,7,0,151404
151404,6,0,151404
151404,8,0,151404
151404,7,0,151404
151404,3,0,151304
151304,5,0,151304
151304,7,0,151304
151304,5,0,151304
151304,3,0,151303
151303,8,0,151303
151303,4,0,151403
151403,7,0,151403
151403,7,0,151403
151403,8,0,151403
151403,7,0,151403
151403,3,0,151303
151303,1,0,151304
151304,3,0,151204
151204,9,0,151204
151204,7,0,151204
151204,5,0,151204
151204,1,0,151210
151210,4,0,151204
151204,1,0,151210
151210,3,0,151204
151204,1,0,151210
151210,8,0,151210
151210,4,0,151310
151310,2,0,151210
151210,4,0,151110
151110,7,0,151110
151110,2,0,151104
151104,6,0,151104
151104,4,0,151204
151204,7,0,151204
151204,8,0,151204
151204,6,0,151204
151204,3,0,151104
151104,1,0,151110
151110,3,0,151010
151010,6,0,151010
151010,4,0,151110
151110,6,0,151110
151110,8,0,151110
151110,1,0,151111
151111,5,0,151111
151111,4,0,151211
151211,3,0,151311
151311,3,0,151211
151211,6,0,151211
151211,5,0,151211
151211,4,0,151311
151311,7,0,151311
151311,1,0,151312
151312,5,0,151312
151312,1,0,151212
151212,5,0,151212
151212,8,0,151212
151212,3,0,151312
151312,2,0,151412
151412,2,0,151411
151411,2,0,151410
151410,7,0,151410
151410,9,0,151410
151410,3,0,151310
151310,5,0,151310
151310,1,0,151311
151311,3,0,151211
151211,4,0,151311
151311,3,0,151211
151211,9,0,151211
151211,1,0,151212
151212,9,0,151212
151212,2,0,151211
151211,5,0,151211
151211,2,0,151210
151210,8,0,151210
151210,6,0,151210
151210,3,0,151110
151110,5,0,151110
151110,3,0,151111
151111,7,0,151111
151111,7,0,151111
151111,5,0,151111
151111,2,0,151110
151110,6,0,151110
151110,4,0,151210
151210,1,0,151310
151310,4,0,151410
151410,6,0,151410
151410,1,0,151310
151310,7,0,151310
151310,1,0,151311
151311,3,0,151211
151211,7,0,151211
151211,9,0,151211
151211,9,0,151211
151211,9,0,151211
151211,4,0,151111
151111,3,0,151011
151011,2,0,151010
151010,7,0,151010
151010,5,0,151010
151010,8,0,151010
151010,8,0,151010
151010,1,0,151004
151004,3,0,150404
150404,6,0,150404
150404,6,0,150404
150404,5,0,150404
150404,7,0,150404
150404,9,0,150404
150404,4,0,151004
151004,5,0,151004
151004,1,0,151104
151104,9,0,151104
151104,3,0,151103
151103,3,0,151003
151003,8,0,151003
151003,4,0,151103
151103,2,0,151102
151102,3,0,151002
151002,8,0,151002
151002,2,0,151001
151001,9,0,151001
151001,7,0,151001
151001,2,0,151001
151001,8,0,151001
151001,2,0,151001
151001,1,0,151002
151002,7,0,151002
151002,2,0,151001
151001,3,0,150401
150401,2,0,150401
150401,1,0,150402
150402,7,0,150402
150402,2,0,150401
150401,1,0,150402
150402,5,0,150402
150402,8,0,150402
150402,1,0,150403
150403,4,0,151003
151003,8,0,151003
151003,3,0,151002
151002,5,0,151002
151002,1,0,151003
151003,6,0,151003
151003,6,0,151003
151003,5,0,151003
151003,6,0,151003
151003,6,0,151003
151003,2,0,151103
151103,6,0,151103
151103,3,0,151003
151003,6,0,151003
151003,4,0,151103
151103,8,0,151103
151103,9,0,151103
151103,6,0,151103
151103,6,0,151103
151103,1,0,151003
151003,8,0,151003
151003,7,0,151003
151003,4,0,151103
151103,1,0,151104
151104,4,0,151204
151204,6,0,151204
151204,2,10,151203
151203,6,0,151203
151203,8,0,151203
151203,7,0,151203
151203,9,0,151203
151203,5,0,151203
151203,3,0,151103
151103,8,0,151103
151103,3,0,151003
151003,4,0,151103
151103,8,0,151103
151103,8,0,151103
151103,4,10,151203
151203,7,0,151203
151203,5,0,151203
151203,8,0,151203
151203,5,0,151203
151203,9,0,151203
151203,7,0,151203
151203,5,0,151203
151203,7,0,151203
151203,8,0,151203
151203,8,0,151203
151203,4,0,151303
151303,9,0,151303
151303,9,0,151303
151303,4,0,151403
151403,8,0,151403
151403,1,0,151404
151404,8,0,151404
151404,7,0,151404
151404,9,0,151404
151404,2,0,151403
151403,5,0,151403
151403,3,0,151303
151303,8,0,151303
151303,6,0,151303
151303,7,0,151303
151303,1,0,151403
151403,7,0,151403
151403,3,0,151303
151303,8,0,151303
151303,7,0,151303
151303,7,0,151303
151303,9,0,151303
151303,7,0,151303
151303,2,0,151302
151302,9,0,151302
151302,5,0,151302
151302,2,0,151301
151301,9,0,151301
151301,8,0,151301
151301,9,0,151301
151301,9,0,151301
151301,1,0,151201
151201,4,0,151101
151101,8,0,151101
151101,4,0,151201
151201,8,0,151201
151201,5,0,151201
151201,4,0,151202
151202,1,10,151203
151203,1,0,151204
151204,6,0,151204
151204,4,0,151104
151104,6,0,151104
151104,4,0,151204
151204,4,0,151304
151304,9,0,151304
151304,9,0,151304
151304,4,0,151404
151404,7,0,151404
151404,7,0,151404
151404,3,0,151304
151304,3,0,151204
151204,9,0,151204
151204,6,0,151204
151204,1,0,151304
151304,6,0,151304
151304,3,0,151204
151204,4,0,151210
151210,3,0,151110
151110,2,0,151104
151104,8,0,151104
151104,5,0,151104
151104,2,0,151103
151103,1,0,151104
151104,5,0,151104
151104,8,0,151104
151104,6,0,151104
151104,2,0,151103
151103,7,0,151103
151103,9,0,151103
151103,3,0,151102
151102,6,0,151102
151102,6,0,151102
151102,4,0,151202
151202,5,0,151202
151202,2,0,151201
151201,1,0,151202
151202,7,0,151202
151202,5,0,151202
151202,3,0,151102
151102,5,0,151102
151102,7,0,151102
151102,4,0,151202
151202,9,0,151202
151202,7,0,151202
151202,6,0,151202
151202,5,0,151202
151202,3,0,151102
151102,2,0,151202
151202,7,0,151202
151202,5,0,151202
151202,3,0,151102
151102,7,0,151102
151102,1,0,151103
151103,4,10,151203
151203,1,0,151204
151204,4,0,151304
151304,4,0,151404
151404,4,0,152004
152004,9,0,152004
152004,4,0,152004
152004,4,0,152004
152004,1,0,151404
151404,1,0,151410
151410,6,0,151410
151410,8,0,151410
151410,6,0,151410
151410,9,0,151410
151410,9,0,151410
151410,1,0,151411
151411,6,0,151411
151411,2,0,151311
151311,1,0,151312
151312,4,0,151412
151412,6,0,151412
151412,3,0,151312
151312,1,0,151313
151313,5,0,151313
151313,2,0,151312
151312,4,0,151412
151412,6,0,151412
151412,5,0,151412
151412,9,0,151412
151412,5,0,151412
151412,7,0,151412
151412,6,0,151412
151412,4,0,152012
152012,7,0,152012
152012,3,0,151412
151412,5,0,151412
151412,7,0,151412
151412,2,0,151411
151411,1,0,151412
151412,3,0,151312
151312,4,0,151313
151313,2,0,151312
151312,9,0,151312
151312,8,0,151312
151312,9,0,151312
151312,9,0,151312
151312,4,0,151412
151412,8,0,151412
151412,5,0,151412
151412,4,0,152012
152012,1,0,152013
152013,3,0,151413
151413,1,0,151313
151313,9,0,151313
151313,8,0,151313
151313,7,0,151313
151313,4,0,151312
151312,7,0,151312
151312,5,0,151312
151312,8,0,151312
151312,3,0,151212
151212,5,0,151212
151212,9,0,151212
151212,1,0,151213
151213,2,0,151113
151113,3,0,151013
151013,5,0,151013
151013,8,0,151013
151013,5,0,151013
151013,6,0,151013
151013,9,0,151013
151013,4,0,151113
151113,2,0,151112
151112,7,0,151112
151112,2,0,151111
151111,5,0,151111
151111,3,0,151011
151011,7,0,151011
151011,8,0,151011
151011,9,0,151011
151011,7,0,151011
151011,2,0,151010
151010,1,0,151011
151011,1,0,151010
151010,6,0,151010
151010,5,0,151010
151010,7,0,151010
151010,6,0,151010
151010,1,0,151011
151011,9,0,151011
151011,1,0,151012
151012,4,0,151011
151011,1,0,151012
151012,7,0,151012
151012,5,0,151012
151012,1,0,151011
151011,7,0,151011
151011,2,0,151012
151012,6,0,151012
151012,7,0,151012
151012,3,0,150412
150412,2,0,150411
150411,6,0,150411
150411,1,0,150412
150412,7,0,150412
150412,2,0,150411
150411,6,0,150411
150411,5,0,150411
150411,9,0,150411
150411,3,0,150311
150311,4,0,150411
150411,5,0,150411
150411,6,0,150411
150411,8,0,150411
150411,8,0,150411
150411,6,0,150411
150411,7,0,150411
150411,5,0,150411
150411,8,0,150411
150411,8,0,150411
150411,2,-5,150410
150410,8,0,150410
150410,2,0,150404
150404,8,0,150404
150404,5,0,150404
150404,1,-5,150410
150410,9,0,150410
150410,8,0,150410
150410,9,0,150410
150410,2,0,150404
150404,2,0,150403
150403,1,0,150404
150404,6,0,150404
150404,3,0,150304
150304,3,0,150204
150204,7,0,150204
150204,4,0,150304
150304,2,0,150303
150303,4,0,150203
150203,5,0,150203
150203,4,0,150303
150303,4,0,150403
150403,3,0,150303
150303,1,0,150302
150302,6,0,150302
150302,6,0,150302
150302,1,0,150303
150303,4,0,150403
150403,2,0,150303
150303,9,0,150303
150303,7,0,150303
150303,9,0,150303
150303,8,0,150303
150303,7,0,150303
150303,3,0,150203
150203,7,0,150203
150203,6,0,150203
150203,1,0,150204
150204,1,0,150210
150210,8,0,150210
150210,8,0,150210
150210,6,0,150210
150210,5,0,150210
150210,4,0,150310
150310,4,-5,150410
150410,2,0,150404
150404,5,0,150404
150404,5,0,150404
150404,5,0,150404
150404,6,0,150404
150404,2,-5,150410
150410,2,0,150404
150404,2,0,150403
150403,9,0,150403
150403,8,0,150403
150403,3,0,150303
150303,8,0,150303
150303,4,0,150403
150403,3,0,150303
150303,8,0,150303
150303,2,0,150403
150403,3,0,151003
151003,2,0,151002
151002,5,0,151002
151002,8,0,151002
151002,2,0,151001
151001,3,0,151002
151002,7,0,151002
151002,7,0,151002
151002,6,0,151002
151002,4,0,151003
151003,8,0,151003
151003,2,0,151002
151002,2,0,151001
151001,9,0,151001
151001,7,0,151001
151001,4,0,151101
151101,3,0,151102
151102,4,0,151202
151202,1,10,151203
151203,4,0,151303
151303,1,0,151304
151304,5,0,151304
151304,5,0,151304
151304,7,0,151304
151304,9,0,151304
151304,4,0,151404
151404,2,0,151403
151403,1,0,151404
151404,9,0,151404
151404,5,0,151404
151404,9,0,151404
151404,6,0,151404
151404,6,0,151404
151404,8,0,151404
151404,6,0,151404
151404,3,0,151304
151304,9,0,151304
151304,3,0,151204
151204,7,0,151204
151204,4,0,151304
151304,5,0,151304
151304,5,0,151304
151304,7,0,151304
151304,7,0,151304
151304,3,0,151204
151204,2,10,151203
151203,7,0,151203
151203,1,0,151204
151204,4,0,151304
301203,7,0,301203
301203,2,0,301202
301202,1,0,301203
301203,1,0,301204
301204,9,0,301204
301204,3,0,301104
301104,6,0,301104
301104,8,0,301104
301104,5,0,301104
301104,2,0,301103
301103,1,0,301104
301104,8,0,301104
301104,6,0,301104
301104,4,0,301204
301204,9,0,301204
301204,7,0,301204
301204,5,0,301204
301204,1,0,301210
301210,1,0,301211
301211,3,100,301111
301111,4,0,301211
301211,5,0,301211
301211,7,0,301211
301211,9,0,301211
301211,3,100,301111
301111,9,0,301111
301111,2,0,301110
301110,3,0,301010
301010,4,0,301110
301110,8,0,301110
301110,6,0,301110
301110,9,0,301110
301110,4,0,301210
301210,7,0,301210
301210,1,0,301211
301211,1,0,301212
301212,9,0,301212
301212,5,0,301212
301212,9,0,301212
301212,9,0,301212
301212,5,0,301212
301212,2,0,301211
301211,7,0,301211
301211,5,0,301211
301211,9,0,301211
301211,2,0,301210
301210,9,0,301210
301210,6,0,301210
301210,8,0,301210
301210,5,0,301210
301210,8,0,301210
301210,4,0,301310
301310,9,0,301310
301310,3,0,301210
301210,6,0,301210
301210,6,0,301210
301210,3,0,301110
301110,3,0,301010
301010,1,0,301011
301011,5,0,301011
301011,6,0,301011
301011,1,0,301012
301012,5,0,301012
301012,7,0,301012
301012,3,0,300412
300412,3,0,300312
300312,8,0,300312
300312,2,0,300311
300311,2,0,300310
300310,3,50,300210
300210,3,0,300110
300110,6,0,300110
300110,4,50,300210
300210,6,0,300210
300210,6,0,300210
300210,8,0,300210
300210,2,0,300204
300204,7,0,300204
300204,5,0,300204
300204,9,0,300204
300204,9,0,300204
300204,3,0,300104
300104,6,0,300104
300104,2,0,300103
300103,1,0,300104
300104,9,0,300104
300104,3,0,300104
300104,1,0,300110
300110,5,0,300110
300110,7,0,300110
300110,1,0,300111
300111,8,0,300111
300111,1,0,300112
300112,4,0,300113
300113,7,0,300113
300113,9,0,300113
300113,8,0,300113
300113,2,0,300213
300213,8,0,300213
300213,1,0,300214
300214,1,0,300220
300220,3,0,300120
300120,9,0,300120
300120,2,0,300114
300114,3,0,300114
300114,2,0,300113
300113,4,0,300114
300114,1,0,300120
300120,1,0,300120
300120,3,0,300120
300120,5,0,151004
151004,2,0,151003
151003,2,0,151002
151002,1,0,151003
151003,1,0,151004
151004,4,0,151104
151104,9,0,151104
151104,3,0,151004
151004,4,0,151104
151104,2,0,151103
151103,8,0,151103
151103,3,0,151003
151003,2,0,151002
151002,7,0,151002
151002,5,0,151002
151002,1,0,151003
151003,6,0,151003
151003,7,0,151003
151003,2,0,151002
151002,2,0,151001
151001,7,0,151001
151001,4,0,151101
151101,2,0,151101
151101,9,0,151101
151101,8,0,151101
151101,1,0,151102
151102,6,0,151102
151102,2,0,151202
151202,8,0,151202
151202,8,0,151202
151202,4,0,151302
151302,3,0,151202
151202,3,0,151102
151102,5,0,151102
151102,2,0,151101
151101,9,0,151101
151101,3,0,151001
151001,2,0,151001
151001,4,0,151101
151101,9,0,151101
151101,2,0,151101
151101,1,0,151102
151102,9,0,151102
151102,8,0,151102
151102,8,0,151102
151102,8,0,151102
151102,2,0,151101
151101,4,0,151001
151001,6,0,151001
151001,7,0,151001
151001,1,0,151002
151002,4,0,151102
151102,7,0,151102
151102,3,0,151002
151002,2,0,151001
151001,1,0,151002
151002,4,0,151102
151102,1,0,151103
151103,8,0,151103
151103,1,0,151104
151104,4,0,151204
151204,6,0,151204
151204,2,10,151203
151203,3,0,151103
151103,9,0,151103
151103,4,10,151203
151203,6,0,151203
151203,7,0,151203
151203,3,0,151103
151103,9,0,151103
151103,9,0,151103
151103,7,0,151103
151103,4,10,151203
151203,2,0,151202
151202,8,0,151202
151202,2,0,151102
151102,8,0,151102
151102,9,0,151102
151102,3,0,151002
151002,8,0,151002
151002,3,0,150402
150402,5,0,150402
150402,3,0,151002
151002,2,0,151001
151001,2,0,151001
151001,2,0,151001
151001,3,0,150401
150401,2,0,150401
150401,2,0,150401
150401,6,0,150401
150401,4,0,151001
151001,3,0,151002
151002,3,0,150402
150402,5,0,150402
150402,7,0,150402
150402,8,0,150402
150402,4,0,150302
150302,8,0,150302
150302,1,0,150202
150202,7,0,150202
150202,7,0,150202
150202,4,0,150302
150302,5,0,150302
150302,6,0,150302
150302,5,0,150302
150302,7,0,150302
150302,5,0,150302
150302,5,0,150302
150302,3,0,150202
150202,4,0,150302
150302,4,0,150402
150402,5,0,150402
150402,9,0,150402
150402,6,0,150402
150402,3,0,150302
150302,4,0,150402
150402,5,0,150402
150402,6,0,150402
150402,3,0,150302
150302,4,0,150301
150301,9,0,150301
150301,4,0,150201
150201,8,0,150201
150201,1,0,150202
150202,6,0,150202
150202,5,0,150202
150202,9,0,150202
150202,3,0,150102
150102,4,0,150202
150202,9,0,150202
150202,6,0,150202
150202,9,0,150202
150202,6,0,150202
150202,3,0,150201
150201,7,0,150201
150201,2,0,150201
150201,5,0,150201
150201,6,0,150201
150201,1,0,150202
150202,8,0,150202
150202,1,0,150203
150203,9,0,150203
150203,2,0,150103
150103,2,0,150102
150102,9,0,150102
150102,4,0,150202
150202,4,0,150302
150302,8,0,150302
150302,2,0,150301
150301,6,0,150301
150301,9,0,150301
150301,4,0,150401
150401,4,0,151001
151001,7,0,151001
151001,2,0,151001
151001,4,0,151101
151101,5,0,151101
151101,6,0,151101
151101,2,0,151101
151101,8,0,151101
151101,2,0,151101
151101,6,0,151101
151101,1,0,151102
151102,9,0,151102
151102,4,0,151202
151202,9,0,151202
151202,1,0,151302
151302,6,0,151302
151302,6,0,151302
151302,3,0,151202
151202,9,0,151202
151202,2,0,151201
151201,6,0,151201
151201,5,0,151201
151201,5,0,151201
151201,1,0,151202
151202,4,0,151302
151302,3,0,151202
151202,6,0,151202
151202,5,0,151202
151202,1,10,151203
151203,7,0,151203
151203,5,0,151203
151203,5,0,151203
151203,4,0,151303
151303,6,0,151303
151303,7,0,151303
151303,8,0,151303
151303,8,0,151303
151303,2,0,151302
151302,1,0,151303
151303,6,0,151303
151303,1,0,151304
151304,2,0,151303
151303,5,0,151303
151303,2,0,151302
151302,5,0,151302
151302,4,0,151303
151303,9,0,151303
151303,6,0,151303
151303,2,0,151302
151302,1,0,151303
151303,7,0,151303
151303,8,0,151303
151303,4,0,151403
151403,3,0,151303
151303,7,0,151303
151303,4,0,151403
151403,7,0,151403
151403,6,0,151403
151403,3,0,151303
151303,7,0,151303
151303,8,0,151303
151303,6,0,151303
151303,1,0,151304
151304,5,0,151304
151304,2,0,151303
151303,1,0,151304
151304,8,0,151304
151304,7,0,151304
151304,7,0,151304
151304,1,0,151310
151310,2,0,151304
151304,5,0,151304
151304,5,0,151304
151304,7,0,151304
151304,1,0,151310
151310,5,0,151310
151310,4,0,151311
151311,7,0,151311
151311,3,0,151211
151211,1,0,151210
151210,6,0,151210
151210,1,0,151211
151211,7,0,151211
151211,3,0,151111
151111,7,0,151111
151111,7,0,151111
151111,3,0,151110
151110,8,0,151110
151110,3,0,151010
151010,8,0,151010
151010,9,0,151010
151010,7,0,151010
151010,9,0,151010
151010,1,0,151011
151011,4,0,151111
151111,9,0,151111
151111,8,0,151111
151111,2,0,151110
151110,6,0,151110
151110,7,0,151110
151110,6,0,151110
151110,4,0,151210
151210,3,0,151204
151204,3,0,151104
151104,8,0,151104
151104,8,0,151104
151104,2,0,151103
151103,3,0,151003
151003,4,0,151103
151103,4,10,151203
151203,9,0,151203
151203,4,0,151303
151303,1,10,151203
151203,4,0,151303
151303,6,0,151303
151303,7,0,151303
151303,8,0,151303
151303,1,0,151302
151302,2,0,151301
151301,4,0,151401
151401,3,0,151301
151301,3,0,151201
151201,4,0,151202
151202,4,0,151302
151302,2,0,151301
151301,9,0,151301
151301,2,0,151301
151301,3,0,151201
151201,8,0,151201
151201,7,0,151201
151201,5,0,151201
151201,6,0,151201
151201,7,0,151201
151201,9,0,151201
151201,9,0,151201
